"","AphiaID","url","scientificname","authority","status","unacceptreason","taxonRankID","rank","valid_AphiaID","valid_name","valid_authority","parentNameUsageID","kingdom","phylum","class","order","family","genus","citation","lsid","isMarine","isBrackish","isFreshwater","isTerrestrial","isExtinct","match_type","modified"
"246",105849,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105849","Pristis pristis","(Linnaeus, 1758)","accepted",NA,220,"Species",105849,"Pristis pristis","(Linnaeus, 1758)",105750,"Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Pristidae","Pristis","Froese, R. and D. Pauly. Editors. (2023). FishBase. Pristis pristis (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105849 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105849",1,1,1,0,NA,"exact","2008-01-15T17:27:08.177Z"
"247",217375,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=217375","Pristis zijsron","Bleeker, 1851","accepted",NA,220,"Species",217375,"Pristis zijsron","Bleeker, 1851",105750,"Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Pristidae","Pristis","Froese, R. and D. Pauly. Editors. (2023). FishBase. Pristis zijsron Bleeker, 1851. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=217375 on 2023-06-28","urn:lsid:marinespecies.org:taxname:217375",1,1,1,0,NA,"exact","2008-01-15T17:27:08.177Z"
"248",217632,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=217632","Pseudocarcharias kamoharai","(Matsubara, 1936)","accepted",NA,220,"Species",217632,"Pseudocarcharias kamoharai","(Matsubara, 1936)",206556,"Animalia","Chordata","Elasmobranchii","Lamniformes","Pseudocarchariidae","Pseudocarcharias","Froese, R. and D. Pauly. Editors. (2023). FishBase. Pseudocarcharias kamoharai (Matsubara, 1936). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=217632 on 2023-06-28","urn:lsid:marinespecies.org:taxname:217632",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"249",137104,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137104","Pseudorca crassidens","(Owen, 1846)","accepted",NA,220,"Species",137104,"Pseudorca crassidens","(Owen, 1846)",137023,"Animalia","Chordata","Mammalia","Cetartiodactyla","Delphinidae","Pseudorca","Fordyce, E.; Perrin, W.F. (2023). World Cetacea Database. Pseudorca crassidens (Owen, 1846). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137104 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137104",1,NA,NA,0,NA,"exact","2008-08-20T11:25:36.853Z"
"250",759338,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=759338","Pterodroma deserta","Mathews, 1934","accepted",NA,220,"Species",759338,"Pterodroma deserta","Mathews, 1934",137064,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma","WoRMS (2023). Pterodroma deserta Mathews, 1934. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=759338 on 2023-06-28","urn:lsid:marinespecies.org:taxname:759338",1,NA,NA,1,NA,"exact","2014-04-03T10:24:14.770Z"
"251",137198,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137198","Pterodroma madeira","Mathews, 1934","accepted",NA,220,"Species",137198,"Pterodroma madeira","Mathews, 1934",137064,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma","WoRMS (2023). Pterodroma madeira Mathews, 1934. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137198 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137198",1,NA,NA,1,NA,"exact","2011-04-08T06:18:06.150Z"
"252",158540,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=158540","Pteroplatytrygon violacea","(Bonaparte, 1832)","accepted",NA,220,"Species",158540,"Pteroplatytrygon violacea","(Bonaparte, 1832)",158539,"Animalia","Chordata","Elasmobranchii","Myliobatiformes","Dasyatidae","Pteroplatytrygon","Froese, R. and D. Pauly. Editors. (2023). FishBase. Pteroplatytrygon violacea (Bonaparte, 1832). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158540 on 2023-06-28","urn:lsid:marinespecies.org:taxname:158540",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"253",445502,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=445502","Puffinus assimilis baroli","(Bonaparte, 1857)","unaccepted",NA,230,"Subspecies",514084,"Puffinus baroli","(Bonaparte, 1857)",137200,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","WoRMS (2023). Puffinus assimilis baroli (Bonaparte, 1857). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=445502 on 2023-06-28","urn:lsid:marinespecies.org:taxname:445502",1,NA,NA,1,NA,"exact","2011-04-08T06:18:06.150Z"
"254",212633,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=212633","Puffinus lherminieri","Lesson, 1839","accepted",NA,220,"Species",212633,"Puffinus lherminieri","Lesson, 1839",137065,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","WoRMS (2023). Puffinus lherminieri Lesson, 1839. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=212633 on 2023-06-28","urn:lsid:marinespecies.org:taxname:212633",1,NA,NA,1,NA,"exact","2011-04-27T09:01:37.467Z"
"255",445503,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=445503","Puffinus mauretanicus","Lowe, 1921","accepted",NA,220,"Species",445503,"Puffinus mauretanicus","Lowe, 1921",137065,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","WoRMS (2023). Puffinus mauretanicus Lowe, 1921. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=445503 on 2023-06-28","urn:lsid:marinespecies.org:taxname:445503",1,NA,NA,1,NA,"exact","2011-04-08T06:18:06.150Z"
"256",137203,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137203","Puffinus puffinus","(Brünnich, 1764)","accepted",NA,220,"Species",137203,"Puffinus puffinus","(Brünnich, 1764)",137065,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","WoRMS (2023). Puffinus puffinus (Brünnich, 1764). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137203 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137203",1,NA,NA,1,NA,"exact","2011-04-27T09:01:37.467Z"
"257",137204,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137204","Puffinus yelkouan","(Acerbi, 1827)","accepted",NA,220,"Species",137204,"Puffinus yelkouan","(Acerbi, 1827)",137065,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","WoRMS (2023). Puffinus yelkouan (Acerbi, 1827). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137204 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137204",1,NA,NA,1,NA,"exact","2011-04-08T06:18:06.150Z"
"258",105883,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105883","Raja clavata","Linnaeus, 1758","accepted",NA,220,"Species",105883,"Raja clavata","Linnaeus, 1758",105766,"Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja","Froese, R. and D. Pauly. Editors. (2023). FishBase. Raja clavata Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105883 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105883",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"259",183386,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=183386","Raja fyllae","Lütken, 1887","unaccepted",NA,220,"Species",105894,"Rajella fyllae","(Lütken, 1887)",105766,"Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja","Froese, R. and D. Pauly. Editors. (2023). FishBase. Raja fyllae Lütken, 1887. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=183386 on 2023-06-28","urn:lsid:marinespecies.org:taxname:183386",1,0,0,0,NA,"exact","2008-02-28T13:41:07.550Z"
"260",254713,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=254713","Raja hyperborea","Collett, 1879","unaccepted",NA,220,"Species",105863,"Amblyraja hyperborea","(Collett, 1879)",105766,"Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja","Froese, R. and D. Pauly. Editors. (2023). FishBase. Raja hyperborea Collett, 1879. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254713 on 2023-06-28","urn:lsid:marinespecies.org:taxname:254713",1,0,0,0,NA,"exact","2008-02-28T13:41:07.550Z"
"261",105887,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105887","Raja montagui","Fowler, 1910","accepted",NA,220,"Species",105887,"Raja montagui","Fowler, 1910",105766,"Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja","Froese, R. and D. Pauly. Editors. (2023). FishBase. Raja montagui Fowler, 1910. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105887 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105887",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"262",293391,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=293391","Raja nidarosiensis","Storm, 1881","unaccepted","Basionym",220,"Species",105871,"Dipturus nidarosiensis","(Storm, 1881)",105766,"Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja","Froese, R. and D. Pauly. Editors. (2023). FishBase. Raja nidarosiensis Storm, 1881. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=293391 on 2023-06-28","urn:lsid:marinespecies.org:taxname:293391",1,0,0,0,NA,"exact","2008-02-28T13:41:07.550Z"
"263",105891,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105891","Raja undulata","Lacepède, 1802","accepted",NA,220,"Species",105891,"Raja undulata","Lacepède, 1802",105766,"Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja","Froese, R. and D. Pauly. Editors. (2023). FishBase. Raja undulata Lacepède, 1802. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105891 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105891",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"264",105847,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105847","Rhincodon typus","Smith, 1828","accepted",NA,220,"Species",105847,"Rhincodon typus","Smith, 1828",105749,"Animalia","Chordata","Elasmobranchii","Orectolobiformes","Rhincodontidae","Rhincodon","Froese, R. and D. Pauly. Editors. (2023). FishBase. Rhincodon typus Smith, 1828. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105847 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105847",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"265",105897,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105897","Rhinobatos cemiculus","Geoffroy Saint-Hilaire, 1817","unaccepted",NA,220,"Species",1016062,"Glaucostegus cemiculus","(Geoffroy Saint-Hilaire, 1817)",105769,"Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos","Froese, R. and D. Pauly. Editors. (2023). FishBase. Rhinobatos cemiculus Geoffroy Saint-Hilaire, 1817. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105897 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105897",1,1,0,0,NA,"exact","2021-08-24T07:12:42.493Z"
"266",105898,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105898","Rhinobatos rhinobatos","(Linnaeus, 1758)","accepted",NA,220,"Species",105898,"Rhinobatos rhinobatos","(Linnaeus, 1758)",105769,"Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Rhinobatos","Froese, R. and D. Pauly. Editors. (2023). FishBase. Rhinobatos rhinobatos (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105898 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105898",1,1,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"267",105830,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105830","Rhinochimaera atlantica","Holt & Byrne, 1909","accepted",NA,220,"Species",105830,"Rhinochimaera atlantica","Holt & Byrne, 1909",105736,"Animalia","Chordata","Holocephali","Chimaeriformes","Rhinochimaeridae","Rhinochimaera","Froese, R. and D. Pauly. Editors. (2023). FishBase. Rhinochimaera atlantica Holt & Byrne, 1909. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105830 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105830",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"268",137155,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137155","Rhodostethia rosea","(MacGillivray, 1824)","accepted",NA,220,"Species",137155,"Rhodostethia rosea","(MacGillivray, 1824)",137045,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Rhodostethia","WoRMS (2023). Rhodostethia rosea (MacGillivray, 1824). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137155 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137155",1,NA,NA,1,NA,"exact","2011-04-27T09:01:37.467Z"
"269",137156,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137156","Rissa tridactyla","(Linnaeus, 1758)","accepted",NA,220,"Species",137156,"Rissa tridactyla","(Linnaeus, 1758)",137046,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Rissa","WoRMS (2023). Rissa tridactyla (Linnaeus, 1758). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137156 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137156",1,NA,NA,1,NA,"exact","2011-04-08T06:18:06.150Z"
"270",105896,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105896","Rostroraja alba","(Lacepède, 1803)","accepted",NA,220,"Species",105896,"Rostroraja alba","(Lacepède, 1803)",105768,"Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Rostroraja","Froese, R. and D. Pauly. Editors. (2023). FishBase. Rostroraja alba (Lacepède, 1803). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105896 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105896",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"271",127186,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=127186","Salmo salar","Linnaeus, 1758","accepted",NA,220,"Species",127186,"Salmo salar","Linnaeus, 1758",126141,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Salmo","Froese, R. and D. Pauly. Editors. (2023). FishBase. Salmo salar Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127186 on 2023-06-28","urn:lsid:marinespecies.org:taxname:127186",1,1,1,0,NA,"exact","2017-07-20T07:00:16.353Z"
"272",127187,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=127187","Salmo trutta","Linnaeus, 1758","accepted",NA,220,"Species",127187,"Salmo trutta","Linnaeus, 1758",126141,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Salmo","Froese, R. and D. Pauly. Editors. (2023). FishBase. Salmo trutta Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127187 on 2023-06-28","urn:lsid:marinespecies.org:taxname:127187",1,1,1,0,NA,"exact","2017-07-20T07:00:16.353Z"
"273",151174,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=151174","Scomber colias","Gmelin, 1789","accepted",NA,220,"Species",151174,"Scomber colias","Gmelin, 1789",126063,"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomber","Froese, R. and D. Pauly. Editors. (2023). FishBase. Scomber colias Gmelin, 1789. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=151174 on 2023-06-28","urn:lsid:marinespecies.org:taxname:151174",1,1,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"274",127023,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=127023","Scomber scombrus","Linnaeus, 1758","accepted",NA,220,"Species",127023,"Scomber scombrus","Linnaeus, 1758",126063,"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomber","Froese, R. and D. Pauly. Editors. (2023). FishBase. Scomber scombrus Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127023 on 2023-06-28","urn:lsid:marinespecies.org:taxname:127023",1,1,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"275",105814,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105814","Scyliorhinus canicula","(Linnaeus, 1758)","accepted",NA,220,"Species",105814,"Scyliorhinus canicula","(Linnaeus, 1758)",105729,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Froese, R. and D. Pauly. Editors. (2023). FishBase. Scyliorhinus canicula (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105814 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105814",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"276",105918,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105918","Scymnodon ringens","Barbosa du Bocage & de Brito Capello, 1864","accepted",NA,220,"Species",105918,"Scymnodon ringens","Barbosa du Bocage & de Brito Capello, 1864",105778,"Animalia","Chordata","Elasmobranchii","Squaliformes","Somniosidae","Scymnodon","Froese, R. and D. Pauly. Editors. (2023). FishBase. Scymnodon ringens Barbosa du Bocage & de Brito Capello, 1864. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105918 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105918",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"277",127253,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=127253","Sebastes marinus","(non Linnaeus, 1758)","unaccepted","misapplied name",220,"Species",151324,"Sebastes norvegicus","(Ascanius, 1772)",126175,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Froese, R. and D. Pauly. Editors. (2023). FishBase. Sebastes marinus (non Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127253 on 2023-06-28","urn:lsid:marinespecies.org:taxname:127253",1,0,0,0,NA,"exact","2014-09-18T02:00:05.050Z"
"278",127255,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=127255","Sebastes viviparus","Krøyer, 1845","accepted",NA,220,"Species",127255,"Sebastes viviparus","Krøyer, 1845",126175,"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Froese, R. and D. Pauly. Editors. (2023). FishBase. Sebastes viviparus Krøyer, 1845. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127255 on 2023-06-28","urn:lsid:marinespecies.org:taxname:127255",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"279",368408,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=368408","Selachii",NA,"accepted",NA,80,"Infraclass",368408,"Selachii",NA,368407,"Animalia","Chordata","Elasmobranchii",NA,NA,NA,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Selachii. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=368408 on 2023-06-28","urn:lsid:marinespecies.org:taxname:368408",1,1,1,0,NA,"exact","2021-06-29T11:30:35.110Z"
"280",137074,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137074","Somateria mollissima","(Linnaeus, 1758)","accepted",NA,220,"Species",137074,"Somateria mollissima","(Linnaeus, 1758)",137003,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Somateria","WoRMS (2023). Somateria mollissima (Linnaeus, 1758). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137074 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137074",1,NA,NA,1,NA,"exact","2011-04-08T06:18:06.150Z"
"281",137075,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137075","Somateria spectabilis","(Linnaeus, 1758)","accepted",NA,220,"Species",137075,"Somateria spectabilis","(Linnaeus, 1758)",137003,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Somateria","WoRMS (2023). Somateria spectabilis (Linnaeus, 1758). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137075 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137075",1,NA,NA,1,NA,"exact","2011-04-08T06:18:06.150Z"
"282",105919,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105919","Somniosus microcephalus","(Bloch & Schneider, 1801)","accepted",NA,220,"Species",105919,"Somniosus microcephalus","(Bloch & Schneider, 1801)",105779,"Animalia","Chordata","Elasmobranchii","Squaliformes","Somniosidae","Somniosus","Froese, R. and D. Pauly. Editors. (2023). FishBase. Somniosus microcephalus (Bloch & Schneider, 1801). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105919 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105919",1,1,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"283",105816,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105816","Sphyrna lewini","(Griffith & Smith, 1834)","accepted",NA,220,"Species",105816,"Sphyrna lewini","(Griffith & Smith, 1834)",105730,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna","Froese, R. and D. Pauly. Editors. (2023). FishBase. Sphyrna lewini (Griffith & Smith, 1834). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105816 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105816",1,1,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"284",105817,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105817","Sphyrna mokarran","(Rüppell, 1837)","accepted",NA,220,"Species",105817,"Sphyrna mokarran","(Rüppell, 1837)",105730,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna","Froese, R. and D. Pauly. Editors. (2023). FishBase. Sphyrna mokarran (Rüppell, 1837). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105817 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105817",1,1,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"285",105819,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105819","Sphyrna zygaena","(Linnaeus, 1758)","accepted",NA,220,"Species",105819,"Sphyrna zygaena","(Linnaeus, 1758)",105730,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna","Froese, R. and D. Pauly. Editors. (2023). FishBase. Sphyrna zygaena (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105819 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105819",1,1,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"286",126508,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126508","Spinachia spinachia","(Linnaeus, 1758)","accepted",NA,220,"Species",126508,"Spinachia spinachia","(Linnaeus, 1758)",125777,"Animalia","Chordata","Teleostei","Perciformes","Gasterosteidae","Spinachia","Froese, R. and D. Pauly. Editors. (2023). FishBase. Spinachia spinachia (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126508 on 2023-06-28","urn:lsid:marinespecies.org:taxname:126508",1,1,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"287",105923,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105923","Squalus acanthias","Linnaeus, 1758","accepted",NA,220,"Species",105923,"Squalus acanthias","Linnaeus, 1758",105782,"Animalia","Chordata","Elasmobranchii","Squaliformes","Squalidae","Squalus","Froese, R. and D. Pauly. Editors. (2023). FishBase. Squalus acanthias Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105923 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105923",1,1,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"288",105926,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105926","Squatina aculeata","Cuvier, 1829","accepted",NA,220,"Species",105926,"Squatina aculeata","Cuvier, 1829",105783,"Animalia","Chordata","Elasmobranchii","Squatiniformes","Squatinidae","Squatina","Froese, R. and D. Pauly. Editors. (2023). FishBase. Squatina aculeata Cuvier, 1829. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105926 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105926",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"289",105927,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105927","Squatina oculata","Bonaparte, 1840","accepted",NA,220,"Species",105927,"Squatina oculata","Bonaparte, 1840",105783,"Animalia","Chordata","Elasmobranchii","Squatiniformes","Squatinidae","Squatina","Froese, R. and D. Pauly. Editors. (2023). FishBase. Squatina oculata Bonaparte, 1840. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105927 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105927",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"290",105928,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105928","Squatina squatina","(Linnaeus, 1758)","accepted",NA,220,"Species",105928,"Squatina squatina","(Linnaeus, 1758)",105783,"Animalia","Chordata","Elasmobranchii","Squatiniformes","Squatinidae","Squatina","Froese, R. and D. Pauly. Editors. (2023). FishBase. Squatina squatina (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105928 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105928",1,1,0,0,NA,"exact","2020-09-24T06:35:24.693Z"
"291",137107,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137107","Stenella coeruleoalba","(Meyen, 1833)","accepted",NA,220,"Species",137107,"Stenella coeruleoalba","(Meyen, 1833)",137024,"Animalia","Chordata","Mammalia","Cetartiodactyla","Delphinidae","Stenella","Fordyce, E.; Perrin, W.F. (2023). World Cetacea Database. Stenella coeruleoalba (Meyen, 1833). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137107 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137107",1,NA,NA,0,NA,"exact","2008-08-20T11:25:36.853Z"
"292",137110,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137110","Steno bredanensis","(G. Cuvier in Lesson, 1828)","accepted",NA,220,"Species",137110,"Steno bredanensis","(G. Cuvier in Lesson, 1828)",137025,"Animalia","Chordata","Mammalia","Cetartiodactyla","Delphinidae","Steno","Fordyce, E.; Perrin, W.F. (2023). World Cetacea Database. Steno bredanensis (G. Cuvier in Lesson, 1828). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137110 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137110",1,NA,NA,0,NA,"exact","2008-08-20T11:25:36.853Z"
